Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s),NO2_NO_ratio,VOC_NOx_ratio,hour_sin,hour_cos,month_sin,month_cos,Wind_U,Wind_V,Ozone_Baseline,Ozone_Anomaly
2021-02-20 21:00:00,153.5,319.75,71.88,97.35,110.42,36.9,13.22,4.42,5.85,7.05,23.9,16.73,66.82,0.3,130.25,0.0,8.1,735.79,0.0017595757969389625,1.3357574094401756,0.2777777777777778,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,-0.2289697409347587,0.1938371938928891,45.218678028158735,-39.36867802815873
2021-02-20 22:00:00,163.75,308.5,67.9,93.25,105.0,37.95,13.3,4.35,7.22,6.6,23.3,15.95,70.68,0.3,155.25,0.0,8.1,735.86,0.0006960563807815392,1.353410740203193,0.2820754716981132,-0.5000000000000004,0.8660254037844384,0.8660254037844386,0.5000000000000001,-0.12559792126122837,0.2724429521475244,45.20478913926984,-37.98478913926984
2021-02-20 23:00:00,169.0,306.5,60.42,82.25,93.0,38.1,10.92,4.22,5.65,9.18,23.12,14.98,74.38,0.3,206.75,0.0,8.12,735.79,0.0014232345604438628,1.3391403451644415,0.3436170212765957,-0.25881904510252157,0.9659258262890681,0.8660254037844386,0.5000000000000001,0.1350295323112304,0.26789368302334116,45.190830805936514,-39.540830805936515
2021-02-21 00:00:00,170.5,299.0,65.5,80.2,96.02,40.18,17.02,3.38,5.82,11.95,22.33,14.65,72.72,0.3,198.25,0.0,8.17,735.75,0.0005323754776113214,1.206015037593985,0.35332921047206767,0.0,1.0,0.8660254037844386,0.5000000000000001,0.09394914194512487,0.2849097378605631,45.17356691704762,-39.35356691704762
2021-02-21 01:00:00,205.25,330.0,31.92,79.25,68.2,44.28,18.67,2.95,7.8,7.22,16.92,14.32,72.12,0.3,83.25,0.0,8.15,735.68,0.0005270216792967743,2.407351154313487,0.34884393063583813,0.25881904510252074,0.9659258262890683,0.8660254037844386,0.5000000000000001,-0.29792053708647787,-0.03526121923735131,45.159289139269845,-37.35928913926985
2021-02-21 02:00:00,202.75,300.5,3.0,62.9,35.9,38.3,18.2,2.6,12.85,4.65,9.75,14.1,71.62,0.3,142.5,0.0,8.15,735.88,-4.161281643022947e-05,15.725,0.3902439024390244,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,-0.1826284287026161,0.23800600208737058,45.15067802815874,-32.300678028158735
2021-02-21 03:00:00,165.0,252.0,3.5,64.25,37.03,37.5,15.7,2.7,13.78,6.95,12.62,13.75,74.75,0.3,108.75,0.0,8.22,735.68,-0.0006684747329274762,14.277777777777779,0.514593741782803,0.7071067811865476,0.7071067811865476,0.8660254037844386,0.5000000000000001,-0.2840790388485317,0.09643183959094848,45.14658080593651,-31.366580805936508
2021-02-21 04:00:00,167.75,256.75,3.9,63.72,37.08,39.95,18.5,2.75,11.3,14.02,23.4,13.62,75.32,0.3,44.75,0.0,8.15,736.09,-0.0010546004127030845,13.00408163265306,0.9826680672268908,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,-0.2112044173367905,-0.2130556126869856,45.141830805936515,-33.84183080593651
2021-02-21 05:00:00,194.75,317.5,17.25,67.6,50.0,39.3,19.48,2.85,6.5,6.6,15.62,13.38,75.3,0.3,40.25,0.0,8.18,735.94,-0.0016427214323100079,3.7041095890410958,0.4356862745098039,0.9659258262890683,0.25881904510252074,0.8660254037844386,0.5000000000000001,-0.19383719389288911,-0.22896974093475866,45.1184696948254,-38.6184696948254
2021-02-21 06:00:00,231.5,331.25,25.1,62.75,53.88,44.0,19.05,3.35,5.98,4.9,12.48,12.82,77.97,0.3,47.5,0.0,8.38,735.88,-0.00027706673073941854,2.4042145593869733,0.3166909620991254,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-0.2211832010430372,-0.20267706228469806,45.07374747260318,-39.093747472603184
2021-02-21 07:00:00,267.0,375.5,13.35,62.38,44.05,50.92,34.1,3.48,11.2,5.03,8.93,12.75,78.6,0.35,41.0,0.0,20.83,735.77,0.00046373154997199367,4.347038327526133,0.3098779134295228,0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,-0.22962066014667748,-0.2641483530779702,45.00788636149207,-33.807886361492066
2021-02-21 08:00:00,290.5,406.25,8.4,53.3,35.2,45.38,62.45,3.42,26.55,4.7,6.93,14.23,72.8,0.4,55.25,0.0,67.05,735.79,0.0034973145638999685,5.670212765957446,0.3212707182320442,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,-0.3286587751768655,-0.22799870503852124,44.963441917047625,-18.413441917047624
2021-02-21 09:00:00,236.25,347.5,4.82,49.75,30.4,41.5,72.55,3.35,49.72,5.18,6.68,16.92,66.38,0.35,58.5,0.0,142.1,735.82,0.0068441245609954515,8.548109965635739,0.3777070063694267,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,-0.29842405752393225,-0.1828744976505821,44.970983583714286,4.749016416285713
2021-02-21 10:00:00,207.0,353.5,4.95,51.68,31.5,40.15,55.28,3.32,74.28,5.12,7.82,19.95,59.72,0.98,66.5,0.0,191.88,735.53,0.009517658505087536,8.685714285714285,0.3981538461538462,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,-0.8987188728974216,-0.3907740875467413,45.01344191704762,29.26655808295238
