PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Leighton_ratio,VOC_NOx_ratio,O3_lag1,NOx_lag1
240.99,304.71,35.1,28.88,43.9,28.13,15.78,1.95,13.62,13.65,15.999397590361449,0.3040089086859688,13.34,40.47
211.72,265.12,33.08,28.23,41.64,28.63,15.42,1.54,15.09,15.89,17.077564146424905,0.3726547842401501,13.62,43.9
168.09,213.67,39.08,31.68,48.46,28.41,18.6,2.71,13.09,9.59,15.653525091799263,0.1938940558026688,15.09,41.64
213.47,251.85,50.86,39.47,62.35,26.66,14.23,3.32,10.08,15.02,12.667872498146776,0.2370955011838989,13.09,48.46
78.05,98.38,22.55,24.32,31.27,29.94,10.59,1.29,10.85,6.12,9.663013428120063,0.1896498295630617,10.08,62.35
53.51,68.78,19.73,23.74,28.67,30.45,14.66,0.8,12.34,11.16,9.841075181891672,0.3761375126390293,10.85,31.27
37.17,41.53,16.76,23.12,25.93,31.24,4.11,0.13,12.32,2.19,8.560663349917082,0.0813219457853694,12.34,28.67
35.76,40.75,13.54,21.02,22.2,29.29,4.13,0.1,12.28,7.77,7.550917347865576,0.3349137931034482,12.32,25.93
62.57,80.63,17.56,22.27,26.13,27.53,9.12,1.15,13.44,9.61,10.14208852599914,0.3542204201990416,12.28,22.2
64.34,90.24,18.22,22.22,26.63,26.66,9.23,1.18,14.58,5.31,11.440465116279071,0.1921824104234527,13.44,26.13
80.62,107.55,17.39,20.81,25.21,27.13,9.15,1.05,16.29,5.55,12.988679504814304,0.2117512399847386,14.58,26.63
177.13,224.16,38.72,31.89,48.44,23.26,10.67,1.71,13.1,15.69,15.422073578595317,0.3173543689320388,16.29,25.21
131.86,176.9,25.37,24.75,33.79,25.47,13.29,1.67,12.5,8.96,12.315533980582524,0.2575452716297787,13.1,48.44
151.28,168.52,11.91,17.79,19.14,27.91,7.49,0.69,13.01,9.26,8.246359765832889,0.4597815292949354,12.5,33.79
199.07,213.43,14.29,19.27,21.87,28.46,5.94,1.41,14.97,12.55,10.553591514553528,0.5487538259728902,13.01,19.14
212.22,236.17,18.89,21.05,26.56,28.6,8.5,1.55,12.88,5.52,11.034158730158731,0.2002902757619738,14.97,21.87
192.07,213.23,11.67,17.84,18.98,29.4,7.73,0.93,14.38,7.71,8.90735668789809,0.3858858858858858,12.88,26.56
188.39,218.96,17.34,21.84,25.71,27.53,8.9,1.73,15.25,13.86,11.577714535901926,0.5189067764882066,14.38,18.98
195.17,226.22,24.48,25.02,33.21,27.99,11.88,1.66,12.66,18.08,11.910714834742508,0.5285004384682841,15.25,25.71
177.54,196.88,26.84,26.5,35.91,28.11,12.97,1.96,13.22,18.12,12.902720000000002,0.4909238688702249,12.66,33.21
153.8,157.23,17.02,21.89,25.46,30.15,9.16,0.39,12.71,12.77,9.450598514635212,0.482615268329554,13.22,35.91
172.47,177.31,9.1,17.13,16.51,25.75,7.94,0.58,13.14,4.34,6.595366795366796,0.2478583666476299,12.71,25.46
172.09,174.79,6.76,15.35,13.66,23.5,9.57,0.91,12.38,8.21,5.118581039755351,0.5600272851296044,13.14,16.51
248.33,254.33,7.33,15.64,14.27,23.53,7.65,0.54,12.64,11.99,5.567980769230769,0.7851997380484611,12.38,13.66
296.0,281.0,6.14,14.55,12.73,23.53,7.31,0.15,14.33,5.94,5.658276527331189,0.4326292789512018,12.64,14.27
264.0,250.0,6.18,14.49,12.73,23.48,8.26,0.31,14.78,8.21,5.896733376371852,0.59796067006555,14.33,12.73
388.0,369.0,8.17,16.7,15.53,23.42,9.42,0.53,18.47,12.75,8.525418079096045,0.7713248638838475,14.78,12.73
268.0,251.0,8.39,16.92,15.82,23.53,10.18,0.31,18.36,7.71,8.596004464285715,0.4583828775267538,18.47,15.53
280.0,275.0,9.03,18.11,17.0,23.4,12.95,0.59,22.8,5.94,10.773626373626373,0.33,18.36,15.82
258.27,275.0,10.13,18.86,18.27,23.59,22.9,2.3,13.42,8.37,6.845146022155086,0.4343539180072651,22.8,17.0
255.59,275.0,9.79,18.94,18.02,23.56,33.94,3.23,15.29,12.01,7.506975927783348,0.631440588853838,13.42,18.27
195.35,275.0,10.55,19.63,19.01,23.5,22.92,1.1,19.61,11.25,10.028380998545808,0.5622188905547226,15.29,18.02
168.02,275.0,10.45,19.55,18.9,23.41,23.13,1.18,14.53,8.32,7.388734793187346,0.4180904522613066,19.61,19.01
76.67,139.18,8.79,17.57,16.49,23.51,17.99,0.85,16.27,3.56,7.701308562197092,0.2035448827901658,14.53,18.9
139.8,216.31,8.26,17.23,15.88,23.4,31.58,2.52,18.17,11.42,8.232814042786616,0.6765402843601894,16.27,16.49
156.24,256.68,9.6,18.15,17.46,23.65,35.24,1.32,16.2,16.1,8.121148825065275,0.8721560130010835,18.17,15.88
130.28,237.91,39.13,22.05,42.3,15.93,21.27,1.54,14.31,8.79,24.292854663774406,0.2030023094688221,16.2,17.46
166.56,296.43,26.21,16.16,29.91,5.17,14.74,1.93,12.05,12.33,18.405040792540795,0.3989000323519897,14.31,42.3
114.61,187.08,20.26,17.25,25.76,4.2,14.76,0.86,6.51,10.2,7.226991780821919,0.3811659192825111,12.05,29.91
85.22,162.83,17.3,17.3,23.27,3.6,14.23,0.95,10.11,8.41,9.557540983606556,0.3465183353934899,6.51,25.76
87.88,167.29,17.41,17.27,23.35,3.6,15.43,0.3,14.52,15.95,13.836518883415437,0.6550308008213551,10.11,23.27
92.25,169.65,20.2,17.6,25.79,3.6,15.65,0.65,12.43,12.3,13.499247311827956,0.4591265397536395,14.52,23.35
141.63,269.58,41.4,21.12,44.9,3.6,17.88,1.43,10.02,34.74,18.753526220614827,0.7568627450980393,12.43,25.79
119.98,243.38,39.72,20.94,43.43,3.6,16.49,2.08,11.33,25.65,20.51174111212397,0.5773126266036461,10.02,44.9
121.94,278.2,58.17,23.2,59.63,3.6,17.97,1.95,9.04,12.59,21.729619834710743,0.2076529770740557,11.33,43.43
141.56,262.56,58.17,23.2,59.63,3.6,17.82,0.86,10.55,12.16,25.359235537190088,0.2005607784924954,9.04,59.63
122.86,223.62,58.17,23.2,59.63,3.6,16.99,1.39,13.88,9.79,33.36361983471075,0.1614712188685469,10.55,59.63
115.53,217.49,58.17,23.2,59.63,3.6,16.57,1.68,8.1,14.44,19.47012396694215,0.2381659244598383,13.88,59.63
93.06,175.57,58.17,23.2,59.63,3.6,15.07,0.29,8.96,6.93,21.53732231404959,0.1142998515586343,8.1,59.63
79.91,138.19,58.17,23.2,59.63,3.6,15.19,0.25,14.75,6.93,35.45485537190083,0.1142998515586343,8.96,59.63
69.86,164.65,58.17,23.2,59.63,3.6,17.02,1.08,10.38,6.93,24.95060330578513,0.1142998515586343,14.75,59.63
99.02,234.7,58.17,23.2,59.63,3.6,20.7,1.21,15.29,2.88,36.75286363636364,0.0475012370113805,10.38,59.63
124.18,197.15,58.17,23.2,59.63,3.6,20.59,1.2,15.08,4.58,36.248082644628106,0.0755401616361537,15.29,59.63
165.75,271.78,58.17,23.2,59.63,3.6,21.87,0.78,23.17,8.51,55.694169421487615,0.1403595579746,15.08,59.63
148.19,244.61,58.17,23.2,59.63,3.6,21.32,0.69,12.02,6.3,28.892702479338844,0.1039089559623948,23.17,59.63
29.38,61.16,58.17,23.2,59.63,3.6,16.15,0.46,10.78,1.77,25.91209090909091,0.0291934685799109,12.02,59.63
44.61,78.72,58.17,23.2,59.63,3.6,15.73,0.4,19.28,2.34,46.34370247933885,0.0385947550717466,10.78,59.63
46.77,87.3,58.17,23.2,59.63,3.6,16.85,0.35,24.94,3.76,59.94875206611571,0.0620155038759689,19.28,59.63
88.74,154.38,58.17,23.2,59.63,3.6,17.89,0.66,32.31,7.16,77.66416115702481,0.1180933531255154,24.94,59.63
114.11,220.0,58.17,23.2,59.63,3.6,20.06,1.36,25.75,10.09,61.89576446280992,0.1664192643905657,32.31,59.63
83.38,156.68,58.17,23.2,59.63,3.6,19.66,0.91,16.5,8.21,39.66136363636364,0.1354115124525812,25.75,59.63
98.8,153.72,58.17,23.2,59.63,3.6,17.32,0.26,24.76,12.17,59.516082644628106,0.2007257133432294,16.5,59.63
63.13,109.75,58.17,23.2,59.63,3.6,16.81,0.32,34.31,4.97,82.47159917355373,0.0819726208147781,24.76,59.63
94.56,160.97,58.17,23.2,59.63,3.6,21.04,0.77,54.64,11.24,131.33920661157026,0.1853867722249711,34.31,59.63
145.15,270.64,39.37,26.11,45.63,34.33,27.32,1.04,31.04,11.46,45.0772703799336,0.2457645292730002,54.64,59.63
127.65,229.29,25.82,16.21,29.47,27.39,23.82,0.55,34.6,19.1,51.91005229517722,0.6268460781096161,31.04,45.63
69.15,145.8,16.25,16.17,21.42,21.63,21.92,0.59,27.46,15.96,25.98864298194525,0.711864406779661,34.6,29.47
66.55,135.22,14.27,16.53,19.94,21.02,21.76,0.34,32.96,5.8,26.83053051911009,0.2769818529130849,27.46,21.42
79.63,153.24,15.42,16.23,20.81,20.52,25.59,0.68,29.23,6.79,26.15940800928613,0.3113250802384227,32.96,19.94
74.61,145.98,18.99,18.09,24.74,21.44,22.15,0.67,26.06,6.29,25.923488737558927,0.2443667443667443,29.23,20.81
97.59,178.39,23.31,19.85,29.39,24.07,27.35,0.61,30.37,14.54,33.95322302158273,0.4784468575189207,26.06,24.74
139.48,242.25,31.08,18.67,35.12,28.03,23.99,1.29,34.15,28.07,53.9594306049822,0.7771317829457365,30.37,29.39
124.54,218.07,23.04,19.72,29.09,23.04,23.54,0.69,31.19,36.5,34.682316602316604,1.2130275839149218,34.15,35.12
110.63,188.69,17.17,18.72,23.72,19.79,19.18,0.53,26.95,20.07,23.465086206896554,0.8118932038834952,31.19,29.09
133.0,230.52,21.41,37.99,36.89,18.74,25.86,1.28,34.12,7.57,18.735809181841496,0.1997888624967009,26.95,23.72
151.94,224.14,19.13,28.83,30.75,18.92,21.48,1.35,28.1,17.81,18.02054978209856,0.5609448818897638,34.12,36.89
128.15,208.55,27.07,33.8,39.88,19.99,23.45,1.5,22.84,26.29,17.766632183908047,0.6431017612524461,28.1,30.75
116.36,206.96,29.12,34.35,41.87,20.5,28.98,1.13,22.79,17.36,18.773544554455444,0.4049451831117331,22.84,39.88
166.72,272.7,29.66,35.99,43.0,20.83,23.69,0.9,26.02,0.0,20.863833468505,0.0,22.79,41.87
87.99,164.76,14.79,26.35,25.79,18.04,23.47,0.5,24.63,0.0,13.319111517367457,0.0,26.02,43.0
112.79,220.24,27.96,34.55,40.76,20.02,24.73,0.95,10.7,7.51,8.415527426160338,0.1798371647509578,24.63,25.79
153.39,298.08,49.9,44.76,64.27,23.85,23.72,1.3,16.87,21.73,18.396263111888118,0.3329247740156274,10.7,40.76
137.12,228.24,16.88,30.01,29.44,18.34,23.17,0.52,15.29,19.99,8.322966784908093,0.6567017082785808,16.87,64.27
135.19,223.2,14.88,27.17,26.3,17.88,26.99,0.5,21.17,22.22,11.1824494142705,0.8139194139194138,15.29,29.44
140.55,224.48,21.7,29.6,33.27,19.27,25.04,0.67,23.72,20.21,16.821045751633985,0.5897286256200759,21.17,26.3
168.45,272.91,42.56,42.3,57.03,22.76,22.98,0.58,19.69,22.61,19.35349653579677,0.3896260554885404,23.72,33.27
183.05,280.71,41.84,32.52,51.22,30.21,25.29,1.58,24.77,22.85,30.91816229116945,0.4375718115664497,19.69,57.03
135.4,233.86,43.43,36.66,54.69,47.91,43.43,3.45,37.8,13.49,43.59144981412639,0.2422337942179924,24.77,51.22
122.07,249.33,41.13,48.99,59.4,49.14,39.54,3.36,16.88,15.83,13.888265653130626,0.2620860927152318,37.8,54.69
56.28,136.17,19.13,31.02,31.87,41.04,20.87,1.2,11.56,11.41,6.906396002498439,0.3471250380285974,16.88,59.4
86.35,182.76,31.06,40.68,46.85,44.69,9.89,2.34,10.35,29.91,7.712835892514396,0.6250783699059561,11.56,31.87
91.15,170.44,25.18,34.11,38.5,42.2,10.04,2.02,9.81,27.15,7.03548276844204,0.6873417721518987,10.35,46.85
80.68,162.58,23.33,36.01,37.98,40.71,11.08,1.42,8.42,21.77,5.3077168332883,0.5584915341200616,9.81,38.5
76.07,146.22,24.78,35.7,38.97,41.72,7.58,1.61,10.67,10.48,7.204430517711171,0.2621966474856142,8.42,37.98
87.65,158.02,30.37,39.23,45.38,43.98,14.58,1.81,11.79,14.91,8.900380313199106,0.3214747736093143,10.67,38.97
88.47,179.08,31.09,42.89,47.92,44.85,11.93,1.95,11.66,24.53,8.259498746867168,0.5014309076042518,11.79,45.38
65.61,139.55,23.99,30.14,35.39,43.5,10.35,1.75,8.91,24.48,6.864190751445086,0.6727122835943941,11.66,47.92
64.28,144.45,26.72,29.32,37.17,44.95,12.68,2.11,8.28,29.5,7.296886543535619,0.7728582656536547,8.91,35.39
67.69,140.88,26.11,29.43,36.75,45.06,8.67,1.65,8.65,23.73,7.422001314492278,0.6286092715231788,8.28,37.17
72.98,137.15,25.59,29.26,36.19,44.96,11.66,1.63,8.24,18.51,6.968327825512227,0.4977144393654208,8.65,36.75
74.2,134.6,25.97,30.12,37.02,45.56,7.87,2.04,7.52,1.0,6.275526992287917,0.0263019463440294,8.24,36.19
90.78,207.56,32.86,33.07,44.27,47.44,9.07,2.54,8.84,1.0,8.526046375110067,0.0220896841175171,7.52,37.02
51.07,175.35,22.65,27.17,32.77,43.83,8.91,0.82,7.2,1.0,5.7891373801916926,0.0296120817293455,8.84,44.27
49.24,126.13,24.07,28.68,34.72,44.04,11.52,1.23,8.38,1.0,6.796044474393532,0.0279955207166853,7.2,32.77
80.31,171.18,27.03,30.64,38.21,45.8,14.56,1.86,9.16,1.0,7.825372945638433,0.0255036980362152,8.38,34.72
96.8,176.59,29.15,33.8,41.58,46.67,9.65,1.81,8.98,1.0,7.522040229885058,0.0234852043212775,9.16,38.21
94.29,171.76,31.96,36.33,45.07,48.04,7.6,2.49,9.81,1.0,8.398810608090008,0.0217060994139353,8.98,41.58
112.48,211.77,31.68,36.1,44.75,48.21,14.86,2.03,9.32,1.0,7.958425876010782,0.0218579234972677,9.81,45.07
86.89,192.5,26.52,31.86,38.39,45.97,11.54,1.21,7.12,3.27,5.74626902008521,0.083015993907083,9.32,44.75
98.26,341.56,14.09,30.37,26.99,23.63,18.86,1.36,17.73,8.25,7.963522473700988,0.2947481243301179,7.12,38.39
65.52,200.81,13.98,30.54,27.5,23.9,22.53,1.17,69.55,7.25,30.827805960684845,0.2543859649122807,17.73,26.99
107.16,240.73,16.89,34.28,31.76,24.12,22.67,1.59,52.73,7.86,25.244039115646256,0.2399267399267399,69.55,27.5
126.31,267.07,11.61,27.13,23.75,23.18,33.47,1.06,64.65,11.81,26.682776395307503,0.4771717171717172,52.73,31.76
85.09,236.09,11.23,26.81,23.19,23.13,22.41,0.85,72.39,6.23,29.231920172599786,0.2575444398511782,64.65,23.75
76.93,194.02,11.43,29.3,24.77,28.7,10.56,1.18,44.73,7.52,16.87339603960396,0.2918121847109041,72.39,23.19
151.02,273.56,14.4,37.49,31.59,35.85,19.28,1.97,52.32,11.79,19.574123148869838,0.3617674133169683,44.73,24.77
161.66,301.05,15.07,39.31,33.14,35.89,7.42,2.21,48.16,11.03,18.004743239890843,0.3230814294083187,52.32,31.59
151.62,297.33,13.01,35.9,29.68,35.49,11.93,1.78,35.58,10.06,12.54460162601626,0.3279009126466753,48.16,33.14
120.97,234.2,13.54,36.4,30.33,35.92,13.03,1.62,33.9,12.15,12.27288770053476,0.3878072135333546,35.58,29.68
122.27,303.09,14.11,37.72,31.5,36.02,17.63,1.62,34.26,12.49,12.48472623966942,0.3843076923076923,33.9,30.33
102.95,252.11,13.63,37.45,30.91,35.98,12.88,1.22,33.11,3.21,11.737042912873862,0.1005954246317768,34.26,31.5
109.84,305.39,11.69,31.74,26.32,35.37,8.4,1.17,33.26,3.17,11.875668906536347,0.1160322108345534,33.11,30.91
82.34,201.01,12.85,34.08,28.55,35.56,16.03,1.19,22.08,3.29,8.088027366020524,0.1113367174280879,33.26,26.32
110.12,199.65,12.61,33.57,28.08,35.38,14.48,1.24,41.33,3.11,15.07582586057275,0.1069463548830811,22.08,28.55
141.46,289.36,16.24,38.6,33.69,36.99,6.5,1.86,30.58,6.88,12.540888888888889,0.198328048428942,41.33,28.08
122.4,245.18,17.06,41.48,35.9,36.57,12.53,1.84,37.55,9.59,15.080108286252354,0.2598915989159892,30.58,33.69
125.46,233.88,12.89,32.47,27.72,35.53,10.92,1.36,45.69,8.05,17.596178667463402,0.2802924791086351,37.55,35.9
108.11,189.83,12.04,32.35,26.94,35.16,14.9,1.26,31.97,7.23,11.541793103448274,0.2587687902648533,45.69,27.72
72.25,150.89,12.82,33.29,28.07,35.56,12.76,1.25,25.57,8.61,9.559854184893556,0.2961816305469556,31.97,26.94
69.94,150.88,13.27,33.48,28.54,35.05,14.07,1.24,36.72,6.19,14.132088167053364,0.2095463777928233,25.57,28.07
83.69,180.29,13.84,34.99,29.78,35.82,12.99,1.41,33.72,4.92,12.967068630175048,0.1598440545808966,36.72,28.54
85.37,190.04,14.61,35.98,30.98,36.09,18.59,1.41,51.11,8.69,20.192458085451594,0.2717323327079424,33.72,29.78
101.83,229.99,17.42,41.74,36.28,37.74,13.16,2.16,47.57,13.03,19.38861488067384,0.3495171673819742,51.11,30.98
94.67,241.81,18.27,43.42,37.92,37.46,17.68,2.11,32.97,11.88,13.560601080594326,0.3052415210688592,47.57,36.28
83.1,333.72,12.76,33.9,28.34,35.75,10.89,1.16,34.34,6.33,12.555255014326647,0.2157464212678936,32.97,37.92
66.8,209.74,12.88,32.7,27.8,35.95,14.84,1.11,49.07,2.99,18.75435014836795,0.1038194444444444,34.34,28.34
77.11,219.75,12.55,33.21,27.79,35.98,12.02,1.13,39.08,4.95,14.336568254896228,0.1719346995484543,49.07,27.8
97.56,251.01,9.38,28.16,22.49,34.55,16.07,1.43,41.77,9.36,13.43630315500686,0.3984674329501915,39.08,27.79
83.49,280.4,10.4,30.25,24.48,35.07,8.29,1.26,37.83,8.34,12.589824,0.3273155416012558,41.77,22.49
67.08,304.29,11.57,34.29,27.57,35.28,11.97,0.8,33.12,8.62,10.858554831396996,0.3017150857542877,37.83,24.48
63.36,185.28,10.36,31.2,24.89,34.56,12.27,0.99,44.29,11.95,14.24982608695652,0.4615681730397836,33.12,27.57
35.29,99.72,9.93,28.84,23.35,34.61,12.44,0.84,29.27,6.28,9.74031836461126,0.2579055441478439,44.29,24.89
39.41,90.4,9.74,29.17,23.37,34.62,12.57,0.96,17.94,7.42,5.7917003646005965,0.3044727123512515,29.27,23.35
97.52,178.73,9.79,28.59,23.08,35.08,12.97,1.19,32.57,11.71,10.775947955390334,0.486295681063123,17.94,23.37
111.53,207.28,10.78,30.93,25.15,35.58,6.67,1.46,43.07,12.81,14.541014719699342,0.4898661567877629,32.57,23.08
93.11,215.39,11.21,33.51,26.86,35.27,8.46,1.19,18.14,8.08,5.892477542741236,0.290021536252692,43.07,25.15
95.77,277.29,11.95,35.43,28.49,36.04,10.83,0.96,17.4,8.45,5.707658523195168,0.2865378094269243,18.14,26.86
112.17,284.95,12.17,35.56,28.7,36.16,11.77,0.89,33.12,12.51,11.024901531728664,0.4212121212121212,17.4,28.49
111.31,238.51,11.47,34.49,27.53,35.85,13.2,1.25,19.57,9.7,6.324821076359538,0.3399929898352611,33.12,28.7
125.0,326.67,10.82,32.78,26.16,34.98,10.63,1.67,24.16,11.11,7.738638247483718,0.4090574374079528,19.57,27.53
80.15,228.75,11.24,32.82,26.51,35.45,8.7,1.64,31.53,8.54,10.47892371377883,0.3104325699745546,24.16,26.16
79.52,231.29,11.82,34.74,27.97,35.39,7.55,1.33,26.6,3.53,8.797202014549525,0.1218501898515705,31.53,26.51
90.26,226.34,12.88,37.71,30.44,36.45,13.5,1.7,56.26,5.56,18.71942133815552,0.1768447837150127,26.6,27.97
80.96,213.52,12.21,35.38,28.68,36.11,17.86,1.68,44.7,7.14,15.002391423859263,0.240566037735849,56.26,30.44
54.8,195.08,11.19,34.24,27.26,35.44,17.19,1.09,31.23,6.68,9.916677071509648,0.2363765038924274,44.7,28.68
56.26,183.8,12.6,38.33,30.45,36.25,7.21,1.27,40.22,7.86,12.88512585812357,0.2499205087440381,31.23,27.26
88.62,302.42,12.52,38.21,30.41,36.22,14.14,1.07,27.45,5.05,8.76495791889824,0.1607768226679401,40.22,30.45
78.4,310.78,13.03,38.53,31.0,36.08,8.71,0.94,25.68,5.66,8.464720465469263,0.176875,27.45,30.41
59.54,226.73,13.56,41.33,32.85,36.5,13.6,0.95,27.21,2.81,8.716456413890858,0.08301329394387,25.68,31.0
77.34,295.62,13.36,40.23,32.14,36.67,10.99,0.99,18.39,2.89,5.959020130972593,0.0872057936028968,27.21,32.85
71.22,249.28,11.72,36.58,28.92,36.18,14.08,0.84,23.32,5.67,7.272762107503992,0.1895053475935828,18.39,32.14
76.75,237.62,11.81,36.89,29.13,36.29,11.21,0.96,27.1,10.7,8.446846133544472,0.3551277796216395,23.32,28.92
53.32,185.86,14.57,42.62,34.41,37.0,15.61,0.78,27.62,3.58,9.225662540119211,0.1011013837898898,27.1,29.13
58.54,217.88,13.57,41.46,32.98,36.59,11.39,0.68,27.78,3.16,8.878346679227509,0.0929958799293702,27.62,34.41
40.23,113.41,14.07,41.85,33.63,36.69,9.95,0.72,22.82,1.75,7.493054842473746,0.0505342188853595,27.78,32.98
41.02,116.53,16.56,56.12,43.18,31.01,13.44,0.73,19.76,2.18,5.72873949579832,0.0493435943866002,22.82,33.63
35.76,84.58,24.39,69.09,56.14,16.27,11.98,1.01,8.99,1.7,3.1283506919674706,0.0297514875743787,19.76,43.18
45.53,81.86,19.84,54.44,44.69,12.63,18.51,0.85,3.72,8.9,1.3312554112554114,0.1947909827095644,8.99,56.14
43.16,87.16,10.37,26.69,22.38,7.34,47.0,0.77,15.29,2.28,5.726157457565907,0.097519247219846,3.72,44.69
54.31,118.97,14.06,31.53,28.12,22.44,32.27,0.96,20.54,6.12,8.877725176759913,0.2101648351648351,15.29,22.38
61.36,130.22,15.45,36.53,31.78,40.21,44.31,1.32,11.03,2.16,4.540727418065547,0.0658938377059182,20.54,28.12
57.52,129.64,15.36,42.67,27.18,47.52,52.87,1.0,16.27,5.13,5.7226288069613,0.1820440028388928,11.03,31.78
57.92,144.11,15.05,56.27,23.49,37.48,37.59,0.8,29.21,2.13,7.676104417670683,0.0869742752143732,16.27,27.18
69.4,174.13,16.13,57.05,24.71,38.27,52.18,0.8,38.21,5.53,10.617180017226527,0.2150914041229093,29.21,23.49
84.21,214.13,25.84,71.57,34.19,41.44,54.42,1.16,48.42,7.4,17.24090946672179,0.2102870133560671,38.21,24.71
70.92,141.49,19.47,64.18,28.28,39.55,68.38,0.84,13.33,7.67,3.9818211107701744,0.2619535519125683,48.42,34.19
66.78,120.06,19.07,62.24,27.49,39.53,49.33,0.79,17.77,1.59,5.358537318153068,0.0558090558090558,13.33,28.28
90.56,159.74,16.93,47.94,22.59,38.0,43.56,0.86,15.6,4.1,5.3965672251736825,0.1738024586689275,17.77,27.49
68.49,149.15,15.75,38.8,19.28,36.84,38.79,0.76,14.93,5.0,5.908228643216081,0.2465483234714003,15.6,22.59
49.26,80.44,16.08,33.85,18.29,36.8,52.15,0.81,10.14,5.15,4.678657101865136,0.2669777086573354,14.93,19.28
43.2,77.21,15.82,27.97,16.64,36.48,40.76,0.82,9.83,3.64,5.367987573351744,0.2063492063492063,10.14,18.29
48.38,90.33,14.3,25.95,15.16,35.89,61.24,0.86,10.21,11.82,5.417551020408164,0.7314356435643564,9.83,16.64
36.85,62.6,15.81,25.64,16.08,36.0,57.11,0.75,10.46,13.43,6.20768018018018,0.7862997658079626,10.21,15.16
74.68,127.59,15.95,23.91,15.68,36.3,44.65,1.03,11.1,9.82,7.107386591730228,0.5887290167865707,10.46,16.08
79.63,128.33,16.81,27.04,16.99,36.7,20.43,0.99,17.14,7.86,10.275442225392297,0.4369093941078377,11.1,15.68
58.37,94.27,16.68,27.46,17.03,36.63,43.73,0.96,38.79,8.26,22.73426563598032,0.4581253466444814,17.14,16.99
46.02,84.56,17.08,27.64,17.3,36.66,32.96,0.93,45.66,8.81,27.23019553072625,0.4814207650273224,38.79,17.03
45.23,85.89,16.07,26.88,16.58,36.29,42.41,0.98,46.02,7.49,26.525875179340037,0.4260523321956769,45.66,17.3
50.29,91.25,17.37,26.94,17.13,36.75,37.61,0.94,44.96,9.8,27.951152469577668,0.5405405405405406,46.02,16.58
41.03,90.07,12.61,20.18,12.71,35.18,46.89,0.89,43.38,8.8,25.82728045325779,0.6418672501823487,44.96,17.13
54.28,110.89,14.5,23.21,14.48,35.63,43.06,1.03,45.7,3.94,27.37092110698059,0.2545219638242894,43.38,12.71
46.73,120.4,16.33,24.15,15.95,36.31,29.42,1.19,44.09,8.1,28.62782107355865,0.4778761061946903,45.7,14.48
42.34,99.1,17.43,26.66,16.98,36.07,47.49,1.03,43.54,3.79,27.436811279826465,0.210789766407119,44.09,15.95
37.11,119.13,15.63,26.79,16.24,36.13,22.94,0.92,42.51,10.68,23.90900683699172,0.6194895591647333,43.54,16.98
32.99,82.37,17.77,29.71,18.25,36.78,15.15,0.88,44.3,8.24,25.633702377075867,0.4280519480519481,42.51,16.24
34.93,67.42,16.25,26.51,16.55,35.61,17.25,1.02,42.57,10.54,25.1458560523446,0.6005698005698005,44.3,18.25
34.94,92.52,11.68,19.86,12.1,34.19,15.59,0.91,41.53,11.88,23.25361457334612,0.9068702290076336,42.57,16.55
52.77,129.26,11.7,16.73,9.0,32.7,17.08,1.0,42.42,8.86,27.992893401015227,0.8859999999999999,41.53,12.1
52.57,102.91,12.34,15.63,7.34,31.26,14.96,1.06,44.25,7.03,32.8349368610944,0.8429256594724222,42.42,9.0
40.57,83.39,18.09,30.06,18.55,36.92,18.45,0.94,41.98,5.15,24.450038634900192,0.2634271099744245,44.25,7.34
59.32,134.76,16.22,26.21,16.43,36.41,18.5,1.03,41.2,2.75,24.55950018375597,0.1577739529546758,41.98,18.55
57.44,98.64,15.22,25.02,15.55,36.02,22.01,1.11,40.74,7.97,23.830238278247503,0.4815709969788519,41.2,16.43
33.63,58.58,16.52,26.53,16.79,36.74,20.26,0.95,40.53,9.87,24.32094442426444,0.554806070826307,40.74,15.55
28.61,53.06,18.57,29.1,18.62,37.08,18.67,0.92,40.3,4.1,24.86282392026578,0.2089704383282364,40.53,16.79
27.25,49.08,17.96,28.38,17.93,36.89,20.33,0.9,40.33,1.56,24.653737236215115,0.0824088748019017,40.3,18.62
30.38,52.07,18.91,29.41,18.84,37.38,18.65,0.92,40.26,2.44,25.035073988819462,0.1229838709677419,40.33,17.93
34.12,54.89,20.1,32.48,20.28,37.67,17.79,0.92,38.48,2.3,23.101792114695343,0.1080827067669172,40.26,18.84
22.6,41.61,18.51,29.16,18.5,37.28,18.59,0.88,43.62,3.89,26.770762599469496,0.1994871794871795,38.48,20.28
17.6,36.73,19.31,30.93,19.56,37.65,22.37,0.83,46.74,4.62,28.266501722518008,0.2247081712062257,43.62,18.5
20.11,45.81,13.52,22.79,14.02,35.63,22.14,0.84,38.64,5.04,21.95934426229508,0.3355525965379494,46.74,19.56
24.7,49.72,18.23,29.9,18.61,37.36,22.36,0.86,42.42,2.87,25.02642718446602,0.1463539010708822,38.64,14.02
