PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Leighton_ratio,VOC_NOx_ratio,O3_lag1,NOx_lag1
86.36805555555556,152.75694444444443,84.17256944444445,129.13472222222222,137.1027777777778,82.69673913043479,13.190625,1.7264236111111109,27.893055555555552,33.54277777777778,18.04153507746009,0.2428827161735422,24.601041666666664,92.39583333333331
102.0625,201.2118055555556,108.52708333333334,188.7586805555556,188.63159722222224,109.51944444444445,14.01701388888889,2.268125,35.81423611111111,35.286770833333335,20.482934301455,0.1860806497979452,27.893055555555552,137.1027777777778
91.73958333333331,188.9965277777778,96.01076388888887,147.01215277777777,155.77430555555557,89.59618055555556,13.74201388888889,1.8184027777777776,27.88576388888889,26.74975694444445,18.088605849933856,0.1706258997585878,35.81423611111111,188.63159722222224
96.76041666666669,205.72916666666663,67.06076388888889,83.41493055555556,99.27638888888887,75.02777777777779,12.614583333333334,1.4187152777777776,28.66527777777777,24.00524305555556,22.77222065117788,0.2393907810357485,27.88576388888889,155.77430555555557
100.1875,212.19791666666663,117.734375,198.56875,201.2020833333333,94.81597222222224,15.395833333333334,2.4960416666666667,26.291319444444444,31.897951388888888,15.510404623554608,0.1577528325279646,28.66527777777777,99.27638888888887
103.21969696969698,184.064393939394,71.72395833333333,106.90868055555556,115.17916666666667,76.69479166666667,14.947916666666666,1.4070833333333337,15.126041666666666,18.722604166666667,10.05386755414654,0.161152852992863,26.291319444444444,201.2020833333333
99.97826086956522,200.7971014492753,75.3159420289855,113.13514492753625,121.3981884057971,71.21376811594202,12.86195652173913,1.4031884057971014,15.605434782608697,10.385797101449276,10.297774819231062,0.0848525393775957,15.126041666666666,115.17916666666667
73.85069444444444,137.5,62.93020833333333,74.41388888888889,90.26111111111112,71.4888888888889,9.991666666666667,1.2304861111111112,6.139236111111111,8.049999999999999,5.1229742050428495,0.0882084373287879,15.605434782608697,121.3981884057971
84.12847222222221,189.7222222222222,71.6673611111111,96.86840277777776,109.23368055555557,80.96041666666666,10.115277777777775,1.3800347222222225,10.252083333333331,10.441527777777775,7.507425660757134,0.0947217558658531,6.139236111111111,90.26111111111112
46.95486111111112,119.97222222222224,63.77826086956522,85.63514492753623,97.39565217391304,85.20471014492753,8.040217391304349,1.1547222222222222,7.303409090909091,6.165652173913044,5.376556253547676,0.0626618355353276,10.252083333333331,109.23368055555557
44.0,72.80902777777779,46.698263888888896,55.55,67.51319444444444,66.1204861111111,4.877430555555556,0.9411805555555556,14.96875,4.977916666666666,12.361001548838296,0.0726563212682066,7.303409090909091,97.39565217391304
94.32291666666669,166.05902777777777,60.09930555555555,90.77743055555555,97.14965277777776,83.26354166666667,9.035763888888887,1.3114583333333334,19.81493055555556,9.153368055555555,12.97556010025344,0.0932593014493881,14.96875,67.51319444444444
56.79861111111112,114.8159722222222,55.00277777777777,67.15868055555556,80.45555555555556,83.79756944444445,8.571180555555555,1.100659722222222,22.23298611111112,6.915277777777778,17.94160310085681,0.0848963306506615,19.81493055555556,97.14965277777776
84.60416666666667,173.95486111111111,91.51076388888887,134.1017361111111,145.72569444444443,115.90902777777778,7.982638888888889,1.7325694444444444,6.579861111111111,10.461458333333333,4.45684958530337,0.0712994296802896,22.23298611111112,80.45555555555556
36.875,81.76736111111111,63.66840277777777,75.05208333333333,91.68506944444444,80.86909722222222,6.864930555555556,1.2004861111111111,14.860416666666666,4.704409722222223,12.440671607009694,0.0507569315146497,6.579861111111111,145.72569444444443
59.270833333333336,141.79513888888889,52.51770833333333,40.78472222222222,64.37083333333334,98.14305555555556,7.194791666666667,0.6472916666666667,29.3,5.902013888888889,36.826111849759016,0.0902851254594514,14.860416666666666,91.68506944444444
53.802083333333336,101.9548611111111,48.36284722222222,32.135416666666664,56.19097222222222,87.06527777777778,9.904861111111112,0.7090972222222223,30.55208333333333,4.323819444444444,44.592339170945536,0.0756031813490376,29.3,64.37083333333334
60.29166666666666,122.36458333333331,56.640277777777776,73.8704861111111,85.27534722222222,76.64826388888889,7.773913043478261,1.1294444444444445,26.04479166666667,6.603437500000001,19.7031475456846,0.0765391008278565,30.55208333333333,56.19097222222222
85.4861111111111,155.57291666666666,68.93819444444445,128.67256944444446,124.50138888888888,74.296875,11.691319444444444,1.666388888888889,26.72326388888889,9.254097222222224,14.206964279763875,0.0737370104359181,26.04479166666667,85.27534722222222
62.61805555555555,109.27083333333331,49.09652777777777,82.21041666666666,83.64270833333333,63.58611111111111,7.11388888888889,1.1306597222222223,27.430208333333336,7.036666666666666,16.184608121632188,0.0831337607836863,26.72326388888889,124.50138888888888
29.753472222222225,63.38541666666666,42.87708333333333,50.37743055555556,61.64826388888889,72.45520833333333,6.767361111111111,0.6928472222222223,14.513888888888888,3.687777777777778,12.112579719351835,0.0588648040481746,27.430208333333336,83.64270833333333
41.79166666666666,77.28819444444444,51.46284722222222,80.4173611111111,84.61111111111111,77.09618055555556,6.2375,1.0206944444444443,16.845833333333335,4.144583333333333,10.648030534682125,0.0484117456197274,14.513888888888888,61.64826388888889
52.61111111111112,100.13541666666669,67.12152777777777,97.54895833333332,106.45833333333331,95.79618055555557,5.559027777777778,1.2817708333333333,17.773263888888888,6.611562500000001,12.105339782331509,0.0615267545560294,16.845833333333335,84.61111111111111
70.29166666666667,133.17361111111111,70.64166666666667,112.95729166666666,117.48819444444445,87.55173611111111,9.60625,1.4444444444444444,19.59270833333333,6.6620833333333325,12.145441076548536,0.0562257140010432,17.773263888888888,106.45833333333331
35.81597222222222,69.14583333333333,41.090625,53.562152777777776,61.89513888888889,75.34895833333333,6.944791666666667,0.7798958333333333,20.315277777777776,6.0328125,15.29938645084925,0.0959185814130662,19.59270833333333,117.48819444444445
37.68402777777778,73.29861111111111,51.73576388888889,78.41493055555556,83.73680555555556,80.98854166666666,10.782291666666666,1.059097222222222,21.578125,6.819270833333333,14.057316078416369,0.0804759016890535,20.315277777777776,61.89513888888889
30.972222222222225,76.95138888888889,36.50208333333333,53.84444444444444,58.29930555555556,64.70694444444445,8.00798611111111,0.6961805555555555,25.714583333333334,4.938125,17.114511291404984,0.0832745839725497,21.578125,83.73680555555556
38.16319444444444,85.45833333333333,37.66701388888889,61.45104166666667,63.30520833333333,49.49340277777778,14.131597222222224,0.8816666666666667,24.540625,6.7385069444444445,14.801547549052312,0.104789442707574,25.714583333333334,58.29930555555556
45.94444444444445,92.84722222222224,46.55833333333334,86.00138888888888,83.30243055555556,45.54444444444445,10.344791666666667,1.219652777777778,28.71388888888889,8.351909722222222,15.366085843670016,0.0990708057547438,24.540625,63.30520833333333
73.76736111111111,131.96875,83.5357638888889,157.17083333333332,151.51006944444444,85.89826388888889,11.868055555555555,1.962361111111111,24.338541666666668,13.295138888888888,12.85406814404184,0.0871754824931869,28.71388888888889,83.30243055555556
67.15277777777779,122.18402777777776,61.790625,107.36875,107.26527777777778,73.36423611111111,14.280208333333334,1.4746527777777778,25.85833333333333,7.134166666666666,14.744126679739312,0.0658952418827212,24.338541666666668,151.51006944444444
92.43402777777776,151.13888888888889,51.35243055555555,92.87951388888888,91.12777777777778,88.24513888888889,12.947569444444444,1.446527777777778,24.668055555555554,10.922083333333331,13.493514797664297,0.118553639269131,25.85833333333333,107.26527777777778
58.04861111111112,107.3611111111111,34.810069444444444,57.890625,59.09513888888889,63.109375,15.723958333333334,0.9361805555555556,20.448958333333334,7.085069444444444,12.08731711796036,0.1178975467141222,24.668055555555554,91.12777777777778
58.208333333333336,109.5763888888889,50.65113636363637,83.93181818181819,85.82045454545454,67.59318181818182,13.072916666666666,1.3220833333333333,22.73923611111111,8.440173611111112,13.56109139925817,0.0972141145228891,20.448958333333334,59.09513888888889
76.35069444444444,129.48263888888889,63.04537037037037,126.03240740740742,118.29814814814816,41.16759259259259,15.413194444444445,1.43625,21.41145833333333,9.689131944444444,10.62636966695822,0.0812177900063643,22.73923611111111,85.82045454545454
75.70486111111111,136.40217391304347,85.91527777777777,179.79756944444443,165.48333333333332,58.80144927536232,14.911111111111111,2.352847222222222,23.453125,9.700486111111111,11.144960384830332,0.0582670103780825,21.41145833333333,118.29814814814816
60.38194444444445,123.16666666666669,79.63680555555555,148.09201388888889,143.50833333333333,78.75659722222223,9.698263888888889,1.862430555555556,19.921875,6.905520833333334,10.641176843042956,0.0477863156680699,23.453125,165.48333333333332
51.20486111111112,120.11805555555556,86.83125,154.50069444444443,152.76006944444444,86.55416666666666,11.939236111111112,1.9937152777777776,24.434375,6.938124999999999,13.644101923781156,0.0451230610461374,19.921875,143.50833333333333
48.02430555555555,117.74305555555556,78.30381944444444,125.73229166666664,130.50069444444446,105.53194444444443,9.778472222222222,1.6220138888888889,17.334375,6.657916666666666,10.710354498697225,0.0506302776178832,24.434375,152.76006944444444
47.49305555555555,165.12152777777777,44.58263888888889,46.275,60.85486111111111,98.69895833333334,9.667013888888889,0.6071527777777778,27.02048611111111,3.929270833333333,25.48164092848026,0.063524042617687,17.334375,130.50069444444446
29.1268115942029,77.04347826086956,41.853125,45.84548611111112,58.128125,80.04618055555555,8.250347222222222,0.6703472222222223,22.38020833333333,4.235972222222222,19.995131541155533,0.0716405639824063,27.02048611111111,60.85486111111111
30.819444444444443,65.74305555555556,36.134375,51.64965277777778,56.85208333333333,57.94444444444445,10.040625,0.7256597222222222,27.634722222222223,2.839409722222222,18.966191857205978,0.0490805094409833,22.38020833333333,58.128125
32.34375,65.17361111111111,30.508333333333336,48.96736111111111,50.85,47.21041666666667,10.047569444444443,0.6547222222222222,40.33923611111111,3.140034722222222,24.629734977462142,0.0605599753562627,27.634722222222223,56.85208333333333
20.71180555555556,46.5,27.80902777777777,46.53263888888889,47.36076388888889,42.57569444444445,5.475793650793651,0.6036111111111111,29.001041666666666,2.026736111111111,16.967094445946007,0.0419086868802906,40.33923611111111,50.85
44.06944444444445,80.30208333333333,48.04548611111111,104.71493055555555,94.75451388888888,43.87604166666667,11.771527777777775,1.1576388888888889,21.652430555555554,4.365659722222222,9.840630325931498,0.0455922080841851,29.001041666666666,47.36076388888889
50.35416666666666,83.13541666666667,45.02777777777778,86.51805555555556,82.62013888888889,41.28020833333333,10.05625,1.2822222222222222,31.14270833333333,4.4532638888888885,16.022830275763198,0.053255877687625,21.652430555555554,94.75451388888888
72.15625,115.47916666666669,71.74166666666666,146.5559027777778,136.27048611111113,73.13229166666666,11.842361111111112,1.816493055555556,29.52118055555556,6.459131944444445,14.353195332434428,0.0470540472860001,31.14270833333333,82.62013888888889
71.79166666666667,117.92708333333331,53.661458333333336,104.30451388888888,99.10486111111112,55.37777777777777,8.219097222222222,1.3064583333333333,31.86215277777778,6.433506944444445,16.236432044110394,0.064267677643582,29.52118055555556,136.27048611111113
64.95833333333333,96.43560606060606,49.54431818181818,94.46742424242424,90.52462121212122,54.97738095238096,10.91439393939394,1.4622916666666668,18.757196969696967,6.287765151515152,9.73434176359322,0.0687002586652871,31.86215277777778,99.10486111111112
53.29861111111112,94.74652777777776,49.27007575757575,87.26363636363637,86.4715909090909,59.90871212121212,9.320833333333333,1.108611111111111,13.282954545454546,5.671884057971014,7.414742964392612,0.0648425848783954,18.757196969696967,90.52462121212122
38.88888888888889,61.29166666666666,39.34826388888889,59.87951388888889,63.84166666666667,62.96111111111111,10.09375,0.8267708333333333,25.258333333333336,4.663125,16.32522176848245,0.0719155635522426,13.282954545454546,86.4715909090909
39.29513888888889,70.375,42.09166666666667,49.07291666666666,60.32534722222223,71.31631944444445,5.107638888888888,0.8591319444444445,5.777430555555555,3.7318402777777777,4.856551152254815,0.0608531455069444,25.258333333333336,63.84166666666667
34.56597222222222,65.34722222222221,41.02881944444445,45.32083333333333,57.422222222222224,71.84236111111112,8.581746031746032,0.7688541666666667,9.109722222222222,3.3397916666666667,8.06896425103029,0.0571664606314187,5.777430555555555,60.32534722222223
38.083333333333336,68.45486111111111,43.359375,62.82743055555556,68.63854166666667,53.53854166666667,9.359126984126984,1.0446527777777777,7.252083333333334,4.358472222222223,4.926499438318383,0.0625870691417488,9.109722222222222,57.422222222222224
47.59027777777778,85.23263888888889,41.86701388888889,75.43645833333333,74.159375,47.64618055555556,9.950347222222222,1.3369444444444445,22.710069444444443,5.351388888888889,12.439126741087495,0.0712005506816533,7.252083333333334,68.63854166666667
70.81944444444444,100.19097222222224,46.84131944444445,76.57951388888888,78.81388888888888,56.18472222222223,11.50138888888889,1.4308680555555555,29.804166666666664,6.122986111111112,17.995298264027205,0.0767157971670205,22.710069444444443,74.159375
77.18402777777779,113.11458333333331,40.28368055555556,64.75138888888888,67.19548611111111,53.90381944444445,12.782986111111112,1.2009027777777777,18.54722222222222,7.278090277777778,11.363263770070107,0.1067239298788715,29.804166666666664,78.81388888888888
45.32291666666666,82.85763888888889,37.72430555555555,63.98229166666667,64.69791666666667,40.645833333333336,10.190277777777778,0.9598958333333332,26.05243055555556,3.289930555555556,15.12427194448749,0.0500766344273558,18.54722222222222,67.19548611111111
45.87152777777778,88.3125,48.701388888888886,90.4513888888889,87.70833333333333,45.46458333333334,11.694791666666667,1.2356944444444444,11.341666666666669,4.195173611111112,6.039874579188498,0.0472917645216846,26.05243055555556,64.69791666666667
81.84583333333333,120.19583333333333,51.57159090909091,87.75984848484849,88.59848484848486,62.08522727272727,12.744927536231884,1.2210869565217393,28.543478260869566,7.107789855072463,16.584442280152995,0.0793293532484624,11.341666666666669,87.70833333333333
85.27430555555556,109.58680555555556,40.78194444444444,71.02395833333334,70.91701388888889,50.6231884057971,13.951041666666669,1.189375,26.659375,5.800486111111112,15.095270731189949,0.0806552691421922,28.543478260869566,88.59848484848486
126.05902777777776,168.73263888888889,69.3951388888889,145.71458333333334,133.85208333333333,67.91562499999999,13.735069444444443,2.2469444444444444,23.10625,9.366145833333333,10.929120960718326,0.069454958364875,26.659375,70.91701388888889
89.57352941176471,125.1470588235294,79.0720588235294,152.53088235294118,145.20441176470587,102.6779411764706,11.19558823529412,1.849705882352941,29.35735294117647,6.563088235294118,15.119735541748808,0.0448898097949084,23.10625,133.85208333333333
83.67592592592592,125.39814814814814,112.89583333333331,129.88854166666667,160.8375,38.56547619047619,33.42,2.4171666666666667,18.0125,7.599259259259259,15.53639586798564,0.0469561088082753,29.35735294117647,145.20441176470587
99.2013888888889,143.375,86.67083333333333,64.49895833333333,101.89340277777778,47.040625,13.067013888888887,1.4921875,26.34166666666667,8.762222222222222,34.85634366534667,0.0851582510216547,18.0125,160.8375
42.13636363636363,85.39015151515152,73.79423076923078,28.532692307692308,70.29423076923077,46.16346153846154,29.69618055555556,0.5645138888888889,27.771875,4.757142857142857,69.39442334928698,0.0667254952583898,26.34166666666667,101.89340277777778
169.26515151515153,337.0265151515151,32.05535714285714,36.947023809523806,44.519642857142856,7.161904761904762,9.897569444444445,0.6543402777777777,22.23819444444445,4.158988095238096,18.785485489116517,0.0913668876596969,27.771875,70.29423076923077
121.1904761904762,205.66071428571428,39.23181818181818,40.37272727272728,53.275,13.529545454545454,50.3546875,0.8265196078431373,12.204166666666666,6.241818181818181,11.57263925510876,0.1150035593149365,22.23819444444445,44.519642857142856
121.1904761904762,205.66071428571428,39.23181818181818,40.37272727272728,53.275,13.529545454545454,50.3546875,0.8265196078431373,12.204166666666666,6.241818181818181,11.57263925510876,0.1150035593149365,12.204166666666666,53.275
121.1904761904762,205.66071428571428,39.23181818181818,40.37272727272728,53.275,13.529545454545454,50.3546875,0.8265196078431373,12.204166666666666,6.241818181818181,11.57263925510876,0.1150035593149365,12.204166666666666,53.275
121.1904761904762,205.66071428571428,39.23181818181818,40.37272727272728,53.275,13.529545454545454,50.3546875,0.8265196078431373,12.204166666666666,6.241818181818181,11.57263925510876,0.1150035593149365,12.204166666666666,53.275
121.1904761904762,205.66071428571428,39.23181818181818,40.37272727272728,53.275,13.529545454545454,50.3546875,0.8265196078431373,12.204166666666666,6.241818181818181,11.57263925510876,0.1150035593149365,12.204166666666666,53.275
121.1904761904762,205.66071428571428,39.23181818181818,40.37272727272728,53.275,13.529545454545454,50.3546875,0.8265196078431373,12.204166666666666,6.241818181818181,11.57263925510876,0.1150035593149365,12.204166666666666,53.275
121.1904761904762,205.66071428571428,39.23181818181818,40.37272727272728,53.275,13.529545454545454,50.3546875,0.8265196078431373,12.204166666666666,6.241818181818181,11.57263925510876,0.1150035593149365,12.204166666666666,53.275
121.1904761904762,205.66071428571428,39.23181818181818,40.37272727272728,53.275,13.529545454545454,50.3546875,0.8265196078431373,12.204166666666666,6.241818181818181,11.57263925510876,0.1150035593149365,12.204166666666666,53.275
121.1904761904762,205.66071428571428,39.23181818181818,40.37272727272728,53.275,13.529545454545454,50.3546875,0.8265196078431373,12.204166666666666,6.241818181818181,11.57263925510876,0.1150035593149365,12.204166666666666,53.275
121.1904761904762,205.66071428571428,39.23181818181818,40.37272727272728,53.275,13.529545454545454,50.3546875,0.8265196078431373,12.204166666666666,6.241818181818181,11.57263925510876,0.1150035593149365,12.204166666666666,53.275
121.1904761904762,205.66071428571428,39.23181818181818,40.37272727272728,53.275,13.529545454545454,50.3546875,0.8265196078431373,12.204166666666666,6.241818181818181,11.57263925510876,0.1150035593149365,12.204166666666666,53.275
121.1904761904762,205.66071428571428,39.23181818181818,40.37272727272728,53.275,13.529545454545454,50.3546875,0.8265196078431373,12.204166666666666,6.241818181818181,11.57263925510876,0.1150035593149365,12.204166666666666,53.275
121.1904761904762,205.66071428571428,39.23181818181818,40.37272727272728,53.275,13.529545454545454,50.3546875,0.8265196078431373,12.204166666666666,6.241818181818181,11.57263925510876,0.1150035593149365,12.204166666666666,53.275
121.1904761904762,205.66071428571428,39.23181818181818,40.37272727272728,53.275,13.529545454545454,50.3546875,0.8265196078431373,12.204166666666666,6.241818181818181,11.57263925510876,0.1150035593149365,12.204166666666666,53.275
121.1904761904762,205.66071428571428,39.23181818181818,40.37272727272728,53.275,13.529545454545454,50.3546875,0.8265196078431373,12.204166666666666,6.241818181818181,11.57263925510876,0.1150035593149365,12.204166666666666,53.275
121.1904761904762,205.66071428571428,39.23181818181818,40.37272727272728,53.275,13.529545454545454,50.3546875,0.8265196078431373,12.204166666666666,6.241818181818181,11.57263925510876,0.1150035593149365,12.204166666666666,53.275
49.91666666666666,98.20833333333331,42.309375,46.56041666666667,36.02291666666667,52.75208333333333,38.27685185185185,0.5283333333333333,12.323809523809524,3.669583333333333,10.963164646470968,0.0991165381801812,12.204166666666666,53.275
50.96180555555555,90.97916666666669,41.719097222222224,64.76180555555555,50.39097222222222,62.667013888888896,16.99861111111111,0.919722222222222,29.115277777777777,3.9029861111111113,18.47064711805959,0.0759469210707674,12.323809523809524,36.02291666666667
72.16319444444444,119.97569444444444,40.91875,86.39166666666667,69.2142361111111,73.91145833333333,16.801041666666666,1.1039930555555555,23.69826388888889,5.303298611111111,11.096061815620928,0.0755302472096807,29.115277777777777,50.39097222222222
56.67045454545455,106.36363636363636,33.95,37.98159722222222,37.509375,60.20972222222222,16.63923611111111,1.1000347222222222,32.515625,1.02125,28.318631031380555,0.0265195163515377,23.69826388888889,69.2142361111111
68.04166666666666,191.4114583333333,34.94734848484848,40.88712121212121,40.705681818181816,53.96477272727272,17.195238095238096,0.7107539682539683,29.191666666666663,1.41768115942029,24.35525092992832,0.0339925184678852,32.515625,37.509375
56.00833333333334,123.5,49.63333333333333,106.84201388888889,97.1892361111111,66.07326388888889,16.376041666666666,0.9167013888888887,32.858333333333334,5.706944444444445,15.12275737720753,0.0581218947256749,29.191666666666663,40.705681818181816
42.67361111111112,67.59027777777779,51.10798611111111,108.81180555555557,99.42638888888888,71.90590277777777,17.001388888888886,0.7563194444444444,34.859722222222224,4.135555555555555,16.224213691388396,0.0411799687443815,32.858333333333334,97.1892361111111
38.03125,65.78819444444444,54.08715277777778,94.39375,94.18020833333333,73.34027777777779,17.413541666666667,0.5892361111111111,29.36388888888889,2.556840277777778,16.648985331670314,0.0268631506754365,34.859722222222224,99.42638888888888
34.42013888888889,63.76736111111112,51.209375,100.54479166666664,95.115625,73.2611111111111,15.40625,0.5555208333333334,24.650347222222223,2.710138888888889,12.431251805870428,0.0281966526138584,29.36388888888889,94.18020833333333
35.84027777777778,72.62152777777779,47.49097222222222,96.14166666666668,89.75243055555556,73.29652777777778,18.141666666666666,0.5421180555555556,35.92430555555556,1.9381944444444443,17.56280549618096,0.0213569425367395,24.650347222222223,95.115625
38.63541666666666,74.59722222222221,45.82361111111111,98.82013888888888,89.82013888888889,70.67569444444445,18.214583333333334,0.6690972222222222,34.83645833333333,3.4618402777777777,15.99208673644495,0.0381175400096344,35.92430555555556,89.75243055555556
44.045138888888886,112.1423611111111,46.61840277777778,99.69861111111112,90.92916666666667,72.80312500000001,15.019791666666668,0.682673611111111,21.11493055555556,4.006909722222223,9.775153067181511,0.0435869253199172,34.83645833333333,89.82013888888889
35.833333333333336,94.24652777777776,42.59201388888889,97.05034722222224,86.25138888888888,73.60868055555555,12.181597222222225,0.4564930555555555,22.24513888888889,1.9128125,9.663048539425091,0.0219230034542589,21.11493055555556,90.92916666666667
29.628472222222225,64.54513888888889,43.67118055555556,108.0642361111111,92.984375,73.0,14.68611111111111,0.5131944444444444,22.89618055555556,2.4138194444444445,9.168021257267124,0.0256831994088851,22.24513888888889,86.25138888888888
31.80208333333333,58.66319444444445,52.46590909090909,93.32462121212122,89.16628787878788,63.08787878787879,14.909848484848483,1.0007971014492754,17.304710144927537,3.214652777777778,9.625348478914743,0.0356524911184021,22.89618055555556,92.984375
31.916666666666668,55.0625,40.24097222222222,50.68229166666666,49.68229166666666,44.76111111111111,13.58125,0.8382986111111111,13.972569444444446,3.500451388888889,10.87935075544657,0.0690665570513479,17.304710144927537,89.16628787878788
29.260416666666668,47.388888888888886,36.57673611111111,36.083333333333336,38.88368055555556,38.597569444444446,9.692361111111111,0.7145833333333332,13.690625,2.894131944444444,13.503596705290262,0.072564314630218,13.972569444444446,49.68229166666666
27.95634920634921,52.24603174603175,29.947569444444444,42.90659722222222,37.19097222222222,38.53541666666667,14.307142857142855,0.6986231884057972,10.585416666666667,3.482430555555556,7.220042562600007,0.0911846531502864,13.690625,38.88368055555556
48.583333333333336,94.6111111111111,32.034375000000004,51.896875,43.65069444444445,36.25555555555555,14.325347222222222,0.7118402777777778,15.542361111111113,3.778090277777778,9.41246196904354,0.0846143676998926,10.585416666666667,37.19097222222222
43.15277777777778,94.66319444444444,25.085763888888888,47.38819444444445,35.61631944444444,36.85590277777778,15.05451388888889,0.5905902777777777,25.428125,2.998333333333333,13.182635707135578,0.0818851642880849,15.542361111111113,43.65069444444445
47.00347222222222,108.10069444444444,35.66631944444445,50.46215277777778,45.85069444444445,35.59548611111111,13.81875,0.8051736111111111,23.58715277777777,3.633333333333333,16.34729369736764,0.0775513229081745,25.428125,35.61631944444444
53.83695652173913,122.3804347826087,47.05760869565218,54.16956521739131,57.13152173913044,45.58478260869565,9.843478260869563,0.6869565217391305,18.068478260869565,2.9526086956521738,15.41174697272886,0.05079187000991,23.58715277777777,45.85069444444445
62.87152777777778,125.3888888888889,60.31130952380953,29.780357142857145,54.761904761904766,41.179761904761904,11.934375,0.8294097222222222,20.37048611111111,4.368784722222222,39.91411429359539,0.0783471214062055,18.068478260869565,57.13152173913044
35.02777777777778,56.66319444444445,33.624652777777776,6.311805555555556,20.389930555555555,36.22326388888889,12.140277777777778,0.6091319444444444,14.422916666666666,3.057986111111111,66.32637606056288,0.1429638166972387,20.37048611111111,54.761904761904766
54.920138888888886,95.31944444444444,41.83298611111111,9.152083333333334,27.975,37.76770833333333,13.152430555555556,0.8840972222222222,16.840972222222224,4.529618055555556,69.39542692253613,0.1563284919950148,14.422916666666666,20.389930555555555
46.045138888888886,84.14930555555556,36.98923611111111,5.907916666666667,21.044791666666665,37.60763888888889,13.651388888888889,0.7150694444444444,20.79027777777777,7.107673611111111,111.32393898852406,0.3224196317472318,16.840972222222224,27.975
39.76041666666666,89.7326388888889,40.86979166666666,9.092028985507246,27.09756944444445,41.85,12.173611111111112,0.8101736111111112,16.09826388888889,3.475243055555556,65.19330179082347,0.1236848284128965,20.79027777777777,21.044791666666665
53.802083333333336,92.2013888888889,38.57222222222222,3.532954545454545,21.58333333333333,40.13923611111111,15.040972222222225,0.9013888888888888,15.7125,4.078159722222222,133.70221024484002,0.1805827183271832,16.09826388888889,27.09756944444445
31.30902777777777,59.87152777777778,37.28958333333333,4.94484126984127,20.91076388888889,43.968402777777776,13.598263888888887,0.7404513888888888,16.443402777777777,2.756840277777778,103.14281077211687,0.1258212763260067,15.7125,21.58333333333333
28.659722222222225,57.32986111111112,31.51875,2.573958333333333,15.469097222222222,40.29409722222222,14.78125,0.545138888888889,15.0875,2.4218478260869567,133.05671087146607,0.1470540730562382,16.443402777777777,20.91076388888889
41.1875,73.35069444444444,32.5125,2.2966666666666664,14.868055555555555,39.92013888888889,15.03923611111111,0.6027083333333333,16.382291666666667,2.4218478260869567,161.56600338094037,0.1526241080772524,15.0875,15.469097222222222
64.17708333333333,123.83680555555556,43.40972222222222,3.8958333333333335,22.78020833333333,40.03541666666667,15.29826388888889,0.9053472222222222,18.672569444444445,2.4218478260869567,165.56344907407404,0.1018430028929641,16.382291666666667,14.868055555555555
58.34722222222222,110.3611111111111,44.64340277777777,20.35735294117647,24.516319444444445,40.65625,15.609722222222222,0.8597569444444444,16.163194444444446,2.149583333333333,33.78602216043751,0.0842434716344387,18.672569444444445,22.78020833333333
49.60416666666666,84.53125,43.30625,33.42430555555556,22.990972222222226,39.594097222222224,9.191319444444444,0.7620486111111111,15.60277777777778,2.1466319444444446,19.628509108147902,0.0894766549917503,16.163194444444446,24.516319444444445
36.76041666666666,64.61805555555556,42.61805555555556,31.251041666666666,21.28020833333333,38.96354166666666,14.55,0.6907986111111111,14.162152777777775,2.1519097222222223,18.714540141300823,0.0965839138497982,15.60277777777778,22.990972222222226
36.458333333333336,62.138888888888886,39.21388888888889,36.72465277777778,21.41875,41.33576388888888,12.197916666666666,0.7421180555555557,14.385763888888889,2.1555555555555554,14.953663060697078,0.0961496763002199,14.162152777777775,21.28020833333333
32.26736111111111,49.67361111111112,43.25138888888889,36.59270833333333,24.710069444444443,41.26006944444445,12.655555555555557,0.8323958333333333,15.223263888888887,2.1484722222222223,17.51476112809587,0.083565399419272,14.385763888888889,21.41875
29.28125,45.57291666666666,42.895833333333336,30.74548611111111,21.632291666666664,38.45659722222222,13.203472222222222,0.7624652777777778,15.690277777777778,2.160798611111112,21.201361924449746,0.0954741412374772,15.223263888888887,24.710069444444443
32.3125,54.552083333333336,43.95451388888889,30.596875,22.06458333333333,37.28888888888888,14.201736111111112,0.7697569444444444,13.543055555555554,2.1410416666666667,18.83978790670471,0.0928281094752055,15.690277777777778,21.632291666666664
41.69791666666666,74.43402777777779,36.70798611111111,35.9375,19.02048611111111,39.95902777777778,15.323958333333332,0.7549305555555555,14.511805555555556,2.570034722222222,14.4216353781517,0.128370245755216,13.543055555555554,22.06458333333333
39.97916666666666,73.18402777777779,37.70069444444445,37.27048611111111,20.476041666666667,39.31493055555556,14.681944444444444,0.7978125,14.916319444444444,2.417777777777778,14.694237224424908,0.1125802331409354,14.511805555555556,19.02048611111111
40.88888888888889,78.35069444444444,39.46527777777778,33.14791666666667,19.89548611111111,38.89618055555555,16.546180555555555,0.8452777777777777,17.985763888888886,2.474409722222222,20.78642673429637,0.1184183851509662,14.916319444444444,20.476041666666667
42.43181818181818,72.87121212121212,37.61354166666667,33.70659722222222,18.51458333333333,39.36180555555556,11.660416666666668,0.8614930555555556,15.47638888888889,2.7452083333333337,16.772655486635657,0.1406747090850859,17.985763888888886,19.89548611111111
